# 
#                  Behavioural Data Log:
#                      All trials matched to eeg trials
#                      Trial rejection according to the behavioural criteria is still needed
#                  Subject Initials: HC
#                  Percentage of Rejected Trials: %7.12
#                  
#                  trl_no, dxn, coh, isOK, rt
#                  
1.61000e+02, 1.80000e+02, 1.50000e-01, 1.00000e+00, 3.18981e-01
1.62000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 6.71052e-02
1.63000e+02, 1.80000e+02, 1.50000e-01, 1.00000e+00, 1.53262e-01
1.64000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 3.10537e-02
1.65000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 1.12911e-01
1.66000e+02, 0.00000e+00, 5.00000e-01, 1.00000e+00, 1.71280e-01
1.67000e+02, 0.00000e+00, 5.00000e-01, 1.00000e+00, 1.39445e-01
1.68000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 1.16698e-01
1.69000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 1.14906e-01
1.70000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 9.64673e-02
1.71000e+02, 0.00000e+00, 3.00000e-01, 0.00000e+00, 2.27143e-01
1.73000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 1.47000e-01
1.74000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 1.30931e-01
1.75000e+02, 1.80000e+02, 3.00000e-01, 1.00000e+00, 1.64325e-01
1.76000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 8.07334e-02
1.77000e+02, 1.80000e+02, 6.50000e-01, -2.00000e+00, 2.00000e+00
1.78000e+02, 1.80000e+02, 5.00000e-02, 1.00000e+00, 1.50820e-01
1.79000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 7.66170e-02
1.80000e+02, 0.00000e+00, 5.00000e-02, 1.00000e+00, 5.22091e-01
1.81000e+02, 0.00000e+00, 5.00000e-02, 0.00000e+00, 9.69834e-01
1.82000e+02, 0.00000e+00, 5.00000e-01, 0.00000e+00, 2.15912e-01
1.83000e+02, 0.00000e+00, 3.00000e-01, 1.00000e+00, 3.82213e-01
1.84000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 1.20305e-01
1.85000e+02, 0.00000e+00, 5.00000e-02, 0.00000e+00, 1.69422e-01
1.86000e+02, 0.00000e+00, 5.00000e-02, 0.00000e+00, 2.83985e-01
1.87000e+02, 1.80000e+02, 3.00000e-01, 1.00000e+00, 2.37761e-01
1.88000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 5.20941e-02
1.89000e+02, 0.00000e+00, 8.00000e-01, -2.00000e+00, 2.00000e+00
1.90000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 1.05736e-01
1.91000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 7.14719e-02
1.92000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 1.27537e-01
1.93000e+02, 1.80000e+02, 5.00000e-01, 1.00000e+00, 6.51692e-02
1.94000e+02, 0.00000e+00, 5.00000e-02, 0.00000e+00, 5.59499e-01
1.95000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 1.60853e-01
1.96000e+02, 0.00000e+00, 6.50000e-01, 1.00000e+00, 1.36715e-01
1.97000e+02, 1.80000e+02, 5.00000e-02, 1.00000e+00, 3.68701e-01
1.98000e+02, 1.80000e+02, 5.00000e-01, 1.00000e+00, 2.62948e-01
1.99000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 5.51472e-02
2.00000e+02, 0.00000e+00, 3.00000e-01, 1.00000e+00, 3.20447e-01
2.01000e+02, 1.80000e+02, 3.00000e-01, 1.00000e+00, 4.38598e-01
2.02000e+02, 0.00000e+00, 5.00000e-02, 0.00000e+00, 5.54749e-01
2.03000e+02, 1.80000e+02, 5.00000e-02, 0.00000e+00, 5.04908e-01
2.04000e+02, 1.80000e+02, 1.50000e-01, 0.00000e+00, 4.68489e-01
2.05000e+02, 0.00000e+00, 1.50000e-01, 0.00000e+00, 5.28155e-01
2.06000e+02, 1.80000e+02, 5.00000e-02, 0.00000e+00, 5.28532e-01
2.07000e+02, 0.00000e+00, 3.00000e-01, 0.00000e+00, 4.62199e-01
2.08000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 1.31980e-01
2.09000e+02, 1.80000e+02, 5.00000e-02, 1.00000e+00, 3.54604e-01
2.10000e+02, 0.00000e+00, 1.50000e-01, 1.00000e+00, 3.85993e-01
2.11000e+02, 0.00000e+00, 6.50000e-01, 1.00000e+00, 8.67437e-02
2.12000e+02, 1.80000e+02, 1.50000e-01, 1.00000e+00, 1.82150e-01
2.13000e+02, 1.80000e+02, 5.00000e-01, 1.00000e+00, 2.02185e-01
2.14000e+02, 1.80000e+02, 1.50000e-01, 0.00000e+00, 4.51666e-01
2.15000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 2.38997e-03
2.16000e+02, 0.00000e+00, 1.50000e-01, 1.00000e+00, 5.19918e-01
2.17000e+02, 0.00000e+00, 5.00000e-01, 1.00000e+00, 5.15529e-02
2.18000e+02, 1.80000e+02, 3.00000e-01, 1.00000e+00, 1.71962e-01
2.19000e+02, 1.80000e+02, 5.00000e-02, 0.00000e+00, 3.50198e-01
2.20000e+02, 0.00000e+00, 6.50000e-01, 1.00000e+00, 7.99761e-02
2.21000e+02, 0.00000e+00, 8.00000e-01, -2.00000e+00, 2.00000e+00
2.22000e+02, 0.00000e+00, 1.50000e-01, 0.00000e+00, 2.29989e-01
2.23000e+02, 0.00000e+00, 1.50000e-01, 0.00000e+00, 2.09380e-01
2.24000e+02, 0.00000e+00, 3.00000e-01, 0.00000e+00, 1.57169e-01
2.25000e+02, 1.80000e+02, 3.00000e-01, 1.00000e+00, 1.41385e-01
2.26000e+02, 0.00000e+00, 6.50000e-01, 1.00000e+00, 5.15188e-02
2.27000e+02, 1.80000e+02, 3.00000e-01, 1.00000e+00, 8.28421e-02
2.28000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 1.32981e-02
2.29000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 1.02750e-01
2.30000e+02, 1.80000e+02, 6.50000e-01, -2.00000e+00, 2.00000e+00
2.31000e+02, 1.80000e+02, 8.00000e-01, -2.00000e+00, 2.00000e+00
2.33000e+02, 1.80000e+02, 5.00000e-02, 1.00000e+00, 2.78977e-01
2.34000e+02, 0.00000e+00, 6.50000e-01, 1.00000e+00, 4.27074e-02
2.35000e+02, 0.00000e+00, 1.50000e-01, 0.00000e+00, 5.66526e-01
2.38000e+02, 0.00000e+00, 1.50000e-01, 1.00000e+00, 5.76855e-01
2.39000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 1.12030e-01
2.40000e+02, 1.80000e+02, 1.50000e-01, 1.00000e+00, 1.00139e-01
2.41000e+02, 0.00000e+00, 5.00000e-01, 1.00000e+00, 2.04148e-01
2.42000e+02, 0.00000e+00, 6.50000e-01, 1.00000e+00, 2.80904e-02
2.43000e+02, 0.00000e+00, 6.50000e-01, 1.00000e+00, 5.88594e-03
2.44000e+02, 1.80000e+02, 8.00000e-01, -2.00000e+00, 2.00000e+00
2.45000e+02, 1.80000e+02, 3.00000e-01, 0.00000e+00, 2.61723e-02
2.46000e+02, 1.80000e+02, 6.50000e-01, -2.00000e+00, 2.00000e+00
2.48000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 2.21190e-02
2.49000e+02, 0.00000e+00, 8.00000e-01, -2.00000e+00, 2.00000e+00
2.50000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 1.48212e-01
2.51000e+02, 1.80000e+02, 6.50000e-01, -2.00000e+00, 2.00000e+00
2.52000e+02, 1.80000e+02, 8.00000e-01, -2.00000e+00, 2.00000e+00
2.53000e+02, 1.80000e+02, 8.00000e-01, -2.00000e+00, 2.00000e+00
2.54000e+02, 1.80000e+02, 6.50000e-01, -2.00000e+00, 2.00000e+00
2.55000e+02, 0.00000e+00, 8.00000e-01, -2.00000e+00, 2.00000e+00
2.56000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 1.18417e-02
2.57000e+02, 1.80000e+02, 8.00000e-01, -2.00000e+00, 2.00000e+00
2.58000e+02, 1.80000e+02, 8.00000e-01, -2.00000e+00, 2.00000e+00
2.59000e+02, 1.80000e+02, 6.50000e-01, -2.00000e+00, 2.00000e+00
2.60000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 9.27101e-03
2.61000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 1.33520e-02
2.62000e+02, 1.80000e+02, 8.00000e-01, -2.00000e+00, 2.00000e+00
2.63000e+02, 1.80000e+02, 6.50000e-01, -2.00000e+00, 2.00000e+00
2.64000e+02, 1.80000e+02, 8.00000e-01, -2.00000e+00, 2.00000e+00
2.65000e+02, 1.80000e+02, 6.50000e-01, -2.00000e+00, 2.00000e+00
