# 
#                  Behavioural Data Log:
#                      All trials matched to eeg trials
#                      Trial rejection according to the behavioural criteria is still needed
#                  Subject Initials: PM
#                  Percentage of Rejected Trials: %3.16
#                  
#                  trl_no, dxn, coh, isOK, rt
#                  
2.50000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 2.91548e-01
2.51000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 2.45210e-01
2.53000e+02, 1.80000e+02, 5.00000e-02, 0.00000e+00, 3.38148e-01
2.54000e+02, 0.00000e+00, 5.00000e-01, 1.00000e+00, 2.75972e-01
2.55000e+02, 0.00000e+00, 3.00000e-01, 1.00000e+00, 2.41940e-01
2.56000e+02, 0.00000e+00, 1.50000e-01, 0.00000e+00, 2.69883e-01
2.57000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 2.34412e-01
2.58000e+02, 0.00000e+00, 1.50000e-01, 0.00000e+00, 3.98224e-01
2.59000e+02, 0.00000e+00, 5.00000e-01, 0.00000e+00, 3.51710e-01
2.60000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 3.22069e-01
2.61000e+02, 0.00000e+00, 6.50000e-01, 1.00000e+00, 3.03344e-01
2.62000e+02, 1.80000e+02, 5.00000e-02, 0.00000e+00, 3.95883e-01
2.63000e+02, 0.00000e+00, 5.00000e-02, 1.00000e+00, 3.37358e-01
2.64000e+02, 1.80000e+02, 5.00000e-01, 0.00000e+00, 4.85369e-01
2.65000e+02, 1.80000e+02, 3.00000e-01, 1.00000e+00, 3.67497e-01
2.66000e+02, 0.00000e+00, 5.00000e-02, 0.00000e+00, 2.99028e-01
2.67000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 3.49377e-01
2.69000e+02, 1.80000e+02, 5.00000e-02, 0.00000e+00, 3.74924e-01
2.70000e+02, 0.00000e+00, 1.50000e-01, 1.00000e+00, 4.39215e-01
2.71000e+02, 1.80000e+02, 1.50000e-01, 0.00000e+00, 2.34638e-01
2.72000e+02, 0.00000e+00, 6.50000e-01, 1.00000e+00, 3.53426e-01
2.73000e+02, 0.00000e+00, 8.00000e-01, 0.00000e+00, 3.19089e-01
2.74000e+02, 0.00000e+00, 6.50000e-01, 0.00000e+00, 3.52742e-01
2.75000e+02, 1.80000e+02, 1.50000e-01, 0.00000e+00, 3.67196e-01
2.76000e+02, 1.80000e+02, 5.00000e-02, 0.00000e+00, 4.56761e-01
2.77000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 3.26499e-01
2.78000e+02, 0.00000e+00, 5.00000e-02, 0.00000e+00, 3.46856e-01
2.79000e+02, 1.80000e+02, 5.00000e-01, 0.00000e+00, 3.30820e-01
2.80000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 4.16905e-01
2.81000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 3.40653e-01
2.82000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 3.90068e-01
2.83000e+02, 1.80000e+02, 5.00000e-02, 1.00000e+00, 3.44610e-01
2.84000e+02, 0.00000e+00, 3.00000e-01, 0.00000e+00, 2.81730e-01
2.85000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 2.62593e-01
2.86000e+02, 0.00000e+00, 5.00000e-01, 0.00000e+00, 2.76085e-01
2.87000e+02, 1.80000e+02, 5.00000e-01, 0.00000e+00, 2.58256e-01
2.88000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 2.11900e-01
2.89000e+02, 1.80000e+02, 5.00000e-01, 1.00000e+00, 2.26374e-01
2.90000e+02, 0.00000e+00, 3.00000e-01, 1.00000e+00, 3.08001e-01
2.91000e+02, 0.00000e+00, 6.50000e-01, 0.00000e+00, 3.74053e-01
2.92000e+02, 0.00000e+00, 1.50000e-01, 1.00000e+00, 4.98067e-01
2.93000e+02, 0.00000e+00, 5.00000e-02, 0.00000e+00, 2.95301e-01
2.94000e+02, 1.80000e+02, 1.50000e-01, 0.00000e+00, 3.09917e-01
2.95000e+02, 0.00000e+00, 3.00000e-01, 1.00000e+00, 3.79951e-01
2.96000e+02, 0.00000e+00, 8.00000e-01, 0.00000e+00, 5.31339e-01
2.97000e+02, 1.80000e+02, 5.00000e-01, 0.00000e+00, 4.91207e-01
2.98000e+02, 0.00000e+00, 8.00000e-01, 1.00000e+00, 2.87608e-01
2.99000e+02, 1.80000e+02, 1.50000e-01, 1.00000e+00, 2.87772e-01
3.00000e+02, 0.00000e+00, 5.00000e-02, 0.00000e+00, 2.35092e-01
